CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Num_Interactions_Last30Days,Avg_Response_Time_Min,Call_Resolution_Rate,CLV,Normalized_Response_Score,Engagement_Score,Sentiment_Score,Geography_Germany,Geography_Spain,Gender_Male,Customer_Lifecycle_Stage_At Risk,Customer_Lifecycle_Stage_Dormant,Customer_Lifecycle_Stage_Lead,Customer_Lifecycle_Stage_New,Predicted_Probability,Exited,Customer_Lifecycle_Stage
489,58,4,0.0,2,1,1,191419.32,5,38.0,0.68,0.0,0.02631578947368421,2.277263157894737,-0.4585,False,True,True,False,False,False,False,0.023765277,0,Active
721,40,3,0.0,1,1,1,144874.67,12,30.9,0.84,0.0,0.03236245954692557,5.142472491909386,0.4754,False,False,True,False,True,False,False,0.17739664,0,Dormant
690,36,7,101583.11,2,1,0,123775.15,2,47.6,0.59,0.0,0.021008403361344536,1.040201680672269,-0.1027,False,False,True,False,False,False,True,0.0744911,0,New
683,36,5,115350.63,1,1,1,122305.91,11,21.4,0.84,576753.15,0.04672897196261683,4.745345794392524,0.4754,False,False,True,False,False,True,False,0.02309851,0,Lead
465,33,5,0.0,2,0,1,78698.09,14,46.1,0.57,0.0,0.021691973969631236,5.8323383947939265,0.5719,False,False,True,False,True,False,False,0.0013083508,0,Dormant
850,27,6,96654.72,2,0,0,152740.16,6,43.5,0.88,0.0,0.022988505747126436,2.7565977011494254,-0.5267,False,False,True,False,True,False,False,0.009741609,0,Dormant
627,39,5,124586.93,1,1,0,93132.61,8,5.3,0.91,0.0,0.18867924528301888,3.601735849056604,0.4215,True,False,False,False,True,False,False,0.51737505,1,Dormant
669,47,9,61196.54,1,1,0,58170.24,14,38.6,0.96,0.0,0.025906735751295335,5.98918134715026,0.5719,False,False,False,False,False,False,False,0.23139378,0,Active
762,36,5,119547.46,1,1,1,42693.65,2,33.3,0.69,597737.3,0.030030030030030033,1.0820060060060062,-0.1027,False,False,True,False,True,False,False,0.07173359,0,Dormant
448,36,6,83947.12,2,1,0,81999.53,8,52.2,0.69,0.0,0.019157088122605363,3.479831417624521,0.4754,False,False,False,False,True,False,False,0.105407365,0,Dormant
813,25,5,123616.43,1,0,1,132959.33,14,33.1,0.88,618082.1499999999,0.030211480362537763,5.958042296072509,-0.4585,True,False,False,True,False,False,False,0.07179534,0,At Risk
601,42,1,98495.72,1,1,0,40014.76,3,45.3,0.87,0.0,0.02207505518763797,1.5524150110375279,0.0,True,False,True,False,False,True,False,0.6007251,1,Lead
723,28,4,0.0,2,1,1,123885.88,7,54.0,0.69,0.0,0.018518518518518517,3.0797037037037036,-0.4585,False,False,True,False,True,False,False,0.0075560864,0,Dormant
850,35,7,114285.2,1,0,1,129660.59,4,16.8,0.94,799996.4,0.05952380952380952,1.9879047619047618,-0.4585,True,False,False,True,False,False,False,0.078295484,0,At Risk
601,47,1,64430.06,2,0,1,96517.97,3,8.8,0.64,64430.06,0.11363636363636363,1.478727272727273,-0.1027,False,False,True,False,True,False,False,0.048144836,0,Dormant
707,35,9,0.0,2,1,1,70403.65,6,52.2,0.97,0.0,0.019157088122605363,2.7918314176245214,-0.5267,False,False,False,True,False,False,False,0.019901393,0,At Risk
461,35,5,0.0,1,1,1,54209.02,1,52.4,0.5,0.0,0.019083969465648856,0.6038167938931298,0.4754,False,False,False,False,False,False,True,0.017165009,0,New
596,67,6,0.0,2,1,1,138350.74,13,59.5,0.62,0.0,0.01680672268907563,5.4513613445378155,0.5719,False,True,True,False,False,False,True,0.004471081,0,New
730,26,6,0.0,2,1,1,185808.7,1,33.3,0.84,0.0,0.030030030030030033,0.742006006006006,-0.1027,False,True,True,False,False,False,False,0.0084543,0,Active
540,28,8,0.0,2,0,0,197588.32,2,21.3,0.6,0.0,0.046948356807511735,1.0493896713615023,0.0,False,True,True,False,False,False,False,0.019521233,0,Active
631,27,10,134169.62,1,1,1,176730.02,6,22.3,0.86,1341696.2,0.04484304932735426,2.752968609865471,-0.1027,False,True,True,False,False,True,False,0.08237261,0,Lead
817,45,9,101207.75,1,0,0,88211.12,9,15.7,0.81,0.0,0.06369426751592357,3.936738853503185,0.0,True,False,True,False,False,False,True,0.855081,1,New
583,40,3,0.0,2,1,0,47728.0,1,15.0,0.54,0.0,0.06666666666666667,0.6293333333333334,-0.5267,False,False,True,False,False,False,True,0.016166944,0,New
683,32,0,138171.1,2,1,1,188203.58,6,49.9,0.92,0.0,0.02004008016032064,2.772008016032064,0.4215,True,False,False,False,False,True,False,0.051596653,0,Lead
662,41,4,0.0,2,1,0,126551.48,3,49.5,0.92,0.0,0.020202020202020204,1.5720404040404043,0.4215,False,False,False,False,False,True,False,0.07062293,0,Lead
559,33,9,111060.05,2,1,0,110371.84,9,25.5,0.92,0.0,0.0392156862745098,3.975843137254902,0.4215,False,False,True,True,False,False,False,0.030278057,0,At Risk
538,28,6,164365.44,1,0,1,5698.97,5,53.4,0.52,986192.64,0.018726591760299626,2.21174531835206,0.1779,True,False,False,False,True,False,False,0.26384175,0,Dormant
670,38,4,119624.54,2,1,1,110472.12,6,17.7,0.9,478498.16,0.05649717514124294,2.771299435028249,-0.1027,False,False,False,False,False,True,False,0.01918696,0,Lead
638,36,6,188455.19,1,0,0,47031.4,3,12.5,0.63,0.0,0.08,1.4680000000000002,0.4754,False,False,True,False,True,False,False,0.56773484,1,Dormant
702,29,10,88378.6,1,1,0,88550.28,8,15.5,0.92,0.0,0.06451612903225806,3.5809032258064515,0.5719,False,False,False,False,False,False,True,0.009256291,0,New
742,21,1,114292.48,1,1,0,31520.4,15,19.7,0.71,0.0,0.050761421319796954,6.2941522842639595,0.4754,True,False,False,False,False,False,True,0.25695553,0,New
731,43,2,0.0,1,1,1,170034.95,6,7.4,0.73,0.0,0.13513513513513511,2.7190270270270274,-0.5267,False,False,True,False,False,True,False,0.24894878,1,Lead
559,43,1,0.0,1,0,1,86634.3,5,9.3,0.84,0.0,0.1075268817204301,2.357505376344086,0.0,False,False,False,False,False,False,True,0.8243712,0,New
607,36,10,106702.94,2,0,0,198313.69,13,57.0,0.63,0.0,0.017543859649122806,5.455508771929824,0.1779,True,False,True,False,True,False,False,0.011693004,0,Dormant
547,55,4,111362.76,3,1,0,16922.28,8,59.2,0.6,0.0,0.01689189189189189,3.443378378378379,-0.5267,True,False,True,False,True,False,False,0.99961793,1,Dormant
652,36,1,0.0,2,1,1,19302.78,3,35.2,0.99,0.0,0.028409090909090908,1.6016818181818182,0.4215,False,True,False,False,False,False,True,0.053939145,0,New
604,34,7,0.0,2,1,0,193021.49,7,39.4,0.67,0.0,0.025380710659898477,3.0730761421319803,-0.4585,False,False,False,False,True,False,False,0.01243421,0,Dormant
735,38,1,0.0,3,0,0,92220.12,4,55.6,0.99,0.0,0.017985611510791366,1.9995971223021582,0.4215,False,False,False,True,False,False,False,0.508918,1,At Risk
545,45,6,93796.42,2,1,1,162321.26,10,43.9,0.53,562778.52,0.022779043280182234,4.216555808656036,0.1779,True,False,True,False,True,False,False,0.45386627,0,Dormant
506,28,8,53053.76,1,0,1,24577.34,5,32.5,0.62,424430.08,0.03076923076923077,2.254153846153846,0.0,True,False,True,False,False,False,False,0.0086723445,0,Active
525,30,0,157989.21,2,1,1,100687.67,9,54.1,0.89,0.0,0.018484288354898334,3.9596968576709797,-0.5267,True,False,False,False,True,False,False,0.019209534,0,Dormant
620,33,9,127638.35,1,1,1,192717.57,2,41.1,0.77,1148745.1500000001,0.024330900243309,1.112866180048662,0.4754,False,False,False,False,False,False,False,0.0077390526,0,Active
658,43,7,140260.36,2,1,0,2748.72,5,30.6,0.57,0.0,0.032679738562091505,2.234535947712418,-0.1027,False,False,False,True,False,False,False,0.022038706,0,At Risk
526,32,6,131938.92,2,1,1,1795.93,11,43.7,0.51,791633.52,0.02288329519450801,4.608576659038902,0.0,True,False,False,False,False,False,False,0.020369358,0,Active
665,34,1,96645.54,2,0,0,171413.66,4,21.9,0.89,0.0,0.04566210045662101,1.9651324200913245,-0.5267,False,False,False,True,False,False,False,0.016430674,0,At Risk
529,28,9,0.0,2,1,1,52545.24,1,20.1,0.87,0.0,0.04975124378109452,0.7579502487562189,-0.4585,False,False,True,False,False,False,False,0.0052205888,0,Active
543,31,2,147674.26,1,1,1,16658.76,13,18.0,0.77,295348.52,0.05555555555555555,5.519111111111111,0.4754,False,False,False,False,False,False,True,0.014833425,0,New
635,48,8,130796.33,2,1,1,43250.3,10,21.1,0.55,1046370.64,0.04739336492890995,4.229478672985782,0.4215,False,False,False,False,True,False,False,0.015871149,0,Dormant
631,38,7,0.0,2,1,0,181605.85,2,53.8,0.74,0.0,0.01858736059479554,1.099717472118959,-0.5267,False,True,True,False,False,False,True,0.033975586,0,New
625,22,9,0.0,2,1,0,157072.91,15,41.3,0.56,0.0,0.02421307506053269,6.228842615012106,0.0,False,False,True,True,False,False,False,0.0043133465,0,At Risk
764,30,5,0.0,2,0,1,105155.66,2,58.6,0.77,0.0,0.017064846416382253,1.1114129692832766,0.4754,False,False,True,False,False,False,False,0.0048878263,0,Active
569,36,1,67087.69,1,1,0,154775.7,8,52.1,0.5,0.0,0.019193857965451054,3.4038387715930907,0.5719,False,False,True,False,False,False,False,0.059049103,0,Active
667,31,5,0.0,2,1,1,20346.69,2,52.9,0.92,0.0,0.01890359168241966,1.1717807183364841,0.4215,False,True,True,True,False,False,False,0.011744977,0,At Risk
643,34,7,160426.07,1,0,1,188533.11,10,13.6,0.91,1122982.49,0.07352941176470588,4.378705882352941,0.5719,True,False,False,False,False,False,False,0.023675524,0,Active
683,38,7,109346.13,2,1,0,102665.92,2,33.6,0.74,0.0,0.02976190476190476,1.101952380952381,0.4215,False,False,True,False,False,False,False,0.062313706,0,Active
722,34,8,0.0,2,1,1,133447.49,1,53.3,0.75,0.0,0.01876172607879925,0.7037523452157599,-0.1027,False,False,True,False,False,True,False,0.022564337,0,Lead
512,36,4,152169.12,2,0,0,38629.3,3,49.8,0.98,0.0,0.020080321285140562,1.5960160642570282,-0.5267,False,False,True,False,True,False,False,0.02466376,1,Dormant
422,54,3,140014.42,1,0,1,86350.97,5,19.1,0.9,420043.26,0.05235602094240837,2.3704712041884815,-0.5267,False,False,True,True,False,False,False,0.2896612,0,At Risk
619,33,3,100488.92,2,0,1,36446.74,4,6.5,0.69,301466.76,0.15384615384615385,1.906769230769231,0.5719,True,False,False,False,False,False,True,0.17784795,0,New
679,45,3,146758.24,1,1,0,48466.89,7,16.0,0.9,0.0,0.0625,3.1725000000000003,0.1779,False,False,True,False,False,False,False,0.28597182,0,Active
581,46,2,79385.21,2,0,0,188492.82,1,5.6,0.53,0.0,0.17857142857142858,0.6477142857142858,0.4215,False,True,True,False,True,False,False,0.14729366,0,Dormant
586,60,3,47020.65,2,0,1,63241.21,3,24.2,0.83,141061.95,0.04132231404958678,1.5402644628099176,0.4754,False,False,False,True,False,False,False,0.12877232,1,At Risk
643,28,9,160858.13,2,1,0,27149.27,12,25.5,0.57,0.0,0.0392156862745098,5.035843137254902,-0.4585,True,False,True,True,False,False,False,0.042525213,0,At Risk
351,57,4,163146.46,1,1,0,169621.69,9,46.6,0.99,0.0,0.02145922746781116,4.000291845493562,-0.5267,True,False,False,False,True,False,False,0.8723741,1,Dormant
670,33,7,0.0,2,1,1,88187.81,6,30.2,0.65,0.0,0.033112582781456956,2.6666225165562913,0.4754,False,False,False,False,False,False,False,0.0037258817,0,Active
599,33,4,51690.89,1,1,0,111622.76,12,32.5,0.92,0.0,0.03076923076923077,5.174153846153847,0.4215,False,True,True,True,False,False,False,0.4717062,1,At Risk
700,46,5,95872.86,1,1,0,98273.01,3,59.2,0.52,0.0,0.01689189189189189,1.4113783783783784,-0.1027,False,False,True,False,False,True,False,0.4126395,1,Lead
797,45,8,0.0,1,0,0,125110.02,1,51.1,0.98,0.0,0.019569471624266144,0.7959138943248533,0.0,False,False,True,False,True,False,False,0.6022534,0,Dormant
699,29,3,125689.29,1,1,1,151623.71,10,33.9,0.52,377067.87,0.029498525073746312,4.213899705014749,0.5719,False,False,True,False,False,False,False,0.006973173,0,Active
680,32,7,175454.0,1,0,1,77349.92,9,16.2,0.8,1228178.0,0.0617283950617284,3.9323456790123457,-0.5267,True,False,True,False,False,False,True,0.08298027,0,New
678,27,5,87099.85,2,1,0,149550.95,5,46.3,0.56,0.0,0.021598272138228944,2.228319654427646,-0.4585,False,True,False,True,False,False,False,0.08948894,0,At Risk
601,43,2,0.0,1,1,0,49713.87,4,47.3,0.61,0.0,0.021141649048625793,1.8482283298097253,0.5719,False,False,False,True,False,False,False,0.4820752,1,At Risk
701,39,9,0.0,2,1,1,110043.88,4,41.1,0.6,0.0,0.024330900243309,1.8448661800486619,0.0,False,True,False,False,False,False,True,0.028341979,0,New
652,40,7,100471.34,1,1,1,124550.88,12,50.1,0.91,703299.38,0.01996007984031936,5.167992015968064,0.1779,False,True,False,True,False,False,False,0.07613449,0,At Risk
622,43,8,0.0,2,1,0,100618.17,5,53.5,0.99,0.0,0.018691588785046728,2.3997383177570093,-0.1027,False,False,True,False,True,False,False,0.13452668,0,Dormant
709,42,9,118546.71,1,0,1,77142.85,8,42.7,0.7,1066920.3900000001,0.023419203747072598,3.4846838407494145,0.1779,False,False,True,False,False,True,False,0.040585767,0,Lead
710,41,9,149155.53,2,1,0,42131.26,13,21.0,0.9,0.0,0.047619047619047616,5.56952380952381,0.1779,True,False,False,False,False,False,False,0.01703063,1,Active
541,34,3,128743.55,1,1,0,134851.12,14,13.5,0.6,0.0,0.07407407407407407,5.854814814814816,-0.4585,False,False,True,False,False,False,True,0.010096337,0,New
767,24,5,0.0,2,1,1,67445.85,9,21.8,0.56,0.0,0.04587155963302752,3.833174311926606,-0.1027,False,True,False,False,False,False,True,0.013366795,0,New
691,37,9,149405.18,1,1,1,146411.6,14,30.1,0.83,1344646.6199999999,0.03322259136212624,5.938644518272426,-0.1027,False,False,True,False,True,False,False,0.007017136,0,Dormant
756,32,0,109528.16,2,1,1,56176.31,9,42.7,0.6,0.0,0.023419203747072598,3.8446838407494144,-0.5267,True,False,True,True,False,False,False,0.029986035,0,At Risk
718,52,8,79475.3,3,1,1,32421.32,6,53.0,0.74,635802.4,0.018867924528301886,2.6997735849056608,0.0,False,False,True,False,False,True,False,0.9910286,1,Lead
502,32,1,173340.83,1,0,1,122763.95,11,58.7,0.78,173340.83,0.017035775127768313,4.715407155025554,-0.4585,True,False,False,False,False,False,True,0.07164765,0,New
732,42,9,108748.08,2,1,1,65323.11,6,36.0,0.53,978732.72,0.027777777777777776,2.617555555555556,0.1779,True,False,True,False,True,False,False,0.16524793,0,Dormant
798,22,8,0.0,2,1,0,107615.43,4,15.2,0.94,0.0,0.06578947368421052,1.989157894736842,0.4754,False,False,True,True,False,False,False,0.006278932,0,At Risk
724,45,5,83888.54,1,0,1,34121.81,7,44.2,0.96,419442.69999999995,0.02262443438914027,3.188524886877828,0.0,False,True,True,False,False,True,False,0.62798226,0,Lead
491,72,6,91285.22,1,1,1,7032.95,14,6.0,0.83,547711.3200000001,0.16666666666666666,5.965333333333334,0.1779,False,False,False,False,False,False,True,0.043081097,0,New
749,60,6,0.0,1,1,0,17978.68,14,6.4,0.95,0.0,0.15625,6.01125,-0.1027,False,False,False,False,False,False,False,0.99472934,1,Active
587,38,0,132122.42,2,0,0,31730.32,4,11.4,0.6,0.0,0.08771929824561403,1.857543859649123,0.5719,True,False,False,False,False,False,False,0.07310418,0,Active
559,31,1,139183.06,1,0,1,143360.56,1,42.8,0.95,139183.06,0.023364485981308414,0.7846728971962618,0.4754,False,True,False,False,False,True,False,0.039565053,0,Lead
765,32,9,178095.55,1,0,0,47247.56,15,9.4,0.96,0.0,0.10638297872340426,6.405276595744681,0.0,False,True,False,False,False,True,False,0.2401293,0,Lead
849,35,4,110837.73,1,0,0,126419.8,13,34.7,0.6,0.0,0.02881844380403458,5.445763688760807,-0.4585,False,False,True,True,False,False,False,0.02507389,0,At Risk
641,37,7,0.0,2,1,0,75248.3,12,42.2,0.56,0.0,0.023696682464454975,5.028739336492892,0.0,False,False,True,True,False,False,False,0.020675648,0,At Risk
475,39,6,0.0,1,1,1,56999.9,5,44.8,0.94,0.0,0.022321428571428572,2.3804642857142855,0.0,False,False,True,True,False,False,False,0.21013652,1,At Risk
509,18,7,102983.91,1,1,0,171770.58,3,33.2,0.86,0.0,0.03012048192771084,1.5500240963855425,0.1779,False,False,True,True,False,False,False,0.01008294,0,At Risk
505,45,9,131355.3,3,1,0,195395.33,4,58.7,0.88,0.0,0.017035775127768313,1.9554071550255538,0.4215,False,True,False,False,True,False,False,0.99677294,1,Dormant
541,29,7,127504.57,1,0,0,86173.92,12,25.8,0.99,0.0,0.03875968992248062,5.203751937984497,0.1779,False,False,True,False,True,False,False,0.007855617,0,Dormant
646,38,7,0.0,2,1,0,1528.4,5,28.9,0.99,0.0,0.03460207612456748,2.4029204152249135,0.1779,False,False,True,False,False,True,False,0.055432,0,Lead
666,39,10,0.0,2,1,0,102999.33,14,24.0,0.63,0.0,0.041666666666666664,5.860333333333334,-0.1027,False,False,True,False,False,False,True,0.011218428,0,New
850,24,6,0.0,2,1,1,13159.9,6,55.0,0.94,0.0,0.01818181818181818,2.7796363636363637,0.4754,False,False,False,False,False,False,True,0.008112026,0,New
597,24,1,103219.47,1,1,0,60420.07,1,56.0,0.53,0.0,0.017857142857142856,0.6155714285714287,0.0,False,False,False,False,False,False,False,0.11430151,0,Active
529,38,7,99842.5,2,1,0,90256.06,6,28.4,0.89,0.0,0.035211267605633804,2.763042253521127,0.0,False,True,True,False,True,False,False,0.10404223,1,Dormant
655,38,3,250898.09,3,0,1,81054.0,9,12.7,0.88,752694.27,0.07874015748031496,3.967748031496063,0.4754,False,True,True,False,False,True,False,0.9990446,1,Lead
734,33,5,121898.58,1,1,0,61829.89,14,55.7,0.89,0.0,0.017953321364452424,5.959590664272891,-0.4585,True,False,True,False,False,True,False,0.77538645,0,Lead
613,28,7,76656.4,2,1,1,185483.24,13,33.5,0.61,536594.7999999999,0.029850746268656716,5.449970149253732,0.1779,True,False,True,False,False,False,True,0.07178153,0,New
669,33,8,0.0,2,0,1,128538.05,9,37.3,0.98,0.0,0.02680965147453083,3.997361930294906,-0.4585,False,True,False,False,False,False,True,0.009928209,0,New
627,35,7,0.0,1,1,0,187718.26,3,18.4,0.81,0.0,0.05434782608695653,1.5348695652173916,-0.5267,False,True,False,False,False,True,False,0.72194374,0,Lead
615,41,1,126773.43,1,1,1,55551.26,6,34.2,0.77,126773.43,0.029239766081871343,2.7138479532163746,0.0,False,True,True,True,False,False,False,0.15176387,0,At Risk
622,41,2,127087.06,1,1,0,102402.91,6,52.9,0.51,0.0,0.01890359168241966,2.6077807183364845,0.5719,False,False,True,False,False,False,True,0.117942125,1,New
624,36,6,0.0,2,0,0,84749.96,1,41.3,0.86,0.0,0.02421307506053269,0.7488426150121066,0.4754,False,False,True,False,False,True,False,0.1002361,0,Lead
663,24,7,0.0,2,1,1,166310.82,10,59.7,0.6,0.0,0.01675041876046901,4.243350083752094,-0.5267,False,False,True,False,False,True,False,0.0038078208,0,Lead
601,47,1,142802.02,1,1,1,57553.02,8,11.2,0.81,142802.02,0.08928571428571429,3.541857142857143,0.4215,True,False,False,False,False,True,False,0.38374797,0,Lead
644,35,5,161591.11,3,1,1,63795.62,10,58.5,0.77,807955.5499999999,0.017094017094017096,4.311418803418803,-0.1027,True,False,True,False,False,True,False,0.9744887,0,Lead
563,42,6,99056.22,2,1,0,154347.95,10,53.7,0.67,0.0,0.018621973929236497,4.271724394785847,-0.4585,False,True,False,False,False,False,False,0.12857637,1,Active
750,35,3,0.0,1,1,0,191520.5,7,39.1,0.63,0.0,0.02557544757033248,3.057115089514067,-0.4585,False,False,False,True,False,False,False,0.40820304,0,At Risk
629,49,4,0.0,2,1,1,196335.48,15,23.2,0.99,0.0,0.04310344827586207,6.4046206896551725,-0.4585,False,False,False,False,False,False,True,0.020460721,0,New
570,38,1,127201.58,1,1,0,147168.28,4,11.4,0.89,0.0,0.08771929824561403,1.973543859649123,-0.4585,True,False,True,True,False,False,False,0.3463139,1,At Risk
850,27,1,101278.25,2,1,1,26265.18,7,12.4,0.77,101278.25,0.08064516129032258,3.124129032258065,0.5719,True,False,True,False,False,False,False,0.0035369315,0,Active
633,50,7,88302.65,1,1,1,195937.16,2,19.4,0.53,618118.5499999999,0.051546391752577324,1.0223092783505154,0.0,True,False,True,False,False,False,False,0.31800568,0,Active
762,29,10,115545.33,2,1,0,148256.43,5,11.3,0.99,0.0,0.08849557522123894,2.4136991150442477,-0.1027,False,True,True,False,False,False,False,0.0030534023,0,Active
445,30,3,0.0,2,1,1,127939.19,14,49.8,0.65,0.0,0.020080321285140562,5.8640160642570285,-0.5267,False,False,False,False,False,True,False,0.010832231,0,Lead
614,41,3,123475.04,1,1,1,179227.52,15,57.2,0.75,370425.12,0.01748251748251748,6.303496503496503,-0.5267,False,False,False,False,False,False,True,0.0715156,0,New
658,44,2,168396.34,1,1,1,14178.73,9,30.1,1.0,336792.68,0.03322259136212624,4.0066445182724255,-0.4585,False,False,True,False,False,False,False,0.06694822,0,Active
549,34,4,0.0,2,0,0,139463.57,10,23.9,0.51,0.0,0.041841004184100423,4.21236820083682,0.0,False,False,False,False,True,False,False,0.060691584,0,Dormant
594,34,7,141525.55,1,0,0,9443.15,5,56.3,0.6,0.0,0.017761989342806397,2.2435523978685614,0.0,False,False,False,True,False,False,False,0.12990671,0,At Risk
742,44,8,107926.02,1,0,1,17375.27,7,6.5,0.82,863408.16,0.15384615384615385,3.1587692307692308,-0.1027,True,False,False,False,False,True,False,0.7757618,1,Lead
411,36,10,0.0,1,0,0,120694.35,1,8.3,0.65,0.0,0.12048192771084336,0.6840963855421687,-0.5267,False,False,False,False,False,True,False,0.8521286,0,Lead
746,24,10,68781.82,1,0,1,47997.39,2,56.4,0.9,687818.2000000001,0.01773049645390071,1.1635460992907802,0.5719,False,True,True,True,False,False,False,0.009435256,0,At Risk
706,42,9,0.0,2,1,1,28714.34,5,33.8,0.74,0.0,0.02958579881656805,2.3019171597633132,0.4754,False,True,True,False,False,False,False,0.027892297,0,Active
607,27,2,0.0,2,1,0,63495.86,4,40.0,0.92,0.0,0.025,1.973,0.1779,False,False,False,False,False,True,False,0.0056287996,0,Lead
615,32,1,0.0,2,0,0,2139.25,9,14.6,0.92,0.0,0.0684931506849315,3.9816986301369863,0.1779,False,False,True,False,False,False,True,0.052257467,0,New
488,33,4,140002.35,1,1,0,123613.81,11,57.1,0.78,0.0,0.017513134851138354,4.7155026269702285,0.0,True,False,False,False,False,False,True,0.27169207,0,New
764,34,6,108760.27,2,1,0,166324.79,3,52.9,0.92,0.0,0.01890359168241966,1.5717807183364843,-0.5267,True,False,True,False,False,False,True,0.26539198,1,New
622,47,6,142319.03,1,0,0,100183.05,9,13.7,0.78,0.0,0.07299270072992702,3.9265985401459855,-0.5267,False,True,False,False,False,True,False,0.22764724,0,Lead
709,32,7,0.0,2,1,1,199418.02,4,47.5,0.78,0.0,0.021052631578947368,1.9162105263157896,-0.1027,False,False,False,False,True,False,False,0.004010682,0,Dormant
540,35,7,128369.75,2,1,0,198256.15,1,21.5,0.91,0.0,0.046511627906976744,0.7733023255813953,-0.4585,True,False,False,False,False,True,False,0.026494546,0,Lead
544,26,6,0.0,1,1,0,100200.4,8,21.5,0.94,0.0,0.046511627906976744,3.5853023255813956,0.4215,False,False,False,False,True,False,False,0.051353224,1,Dormant
850,25,8,69385.17,2,1,0,87834.24,7,37.6,0.94,0.0,0.026595744680851064,3.1813191489361703,-0.4585,True,False,False,False,False,False,False,0.0027040911,0,Active
582,32,1,116409.55,1,0,1,152790.92,13,45.9,0.51,116409.55,0.02178649237472767,5.408357298474946,-0.4585,False,False,False,False,False,False,True,0.036919713,0,New
537,47,6,103163.35,1,1,0,16259.64,12,34.4,0.8,0.0,0.029069767441860465,5.125813953488373,-0.1027,True,False,False,False,True,False,False,0.95094985,1,Dormant
613,44,9,100524.69,1,1,1,47298.95,2,30.0,0.79,904722.21,0.03333333333333333,1.1226666666666667,0.0,False,True,True,False,False,True,False,0.11638255,0,Lead
562,36,6,0.0,2,1,0,32845.32,3,13.3,0.5,0.0,0.07518796992481203,1.4150375939849624,-0.5267,False,False,True,False,True,False,False,0.013664694,0,Dormant
754,39,3,74896.33,1,0,0,34430.16,11,33.9,0.65,0.0,0.029498525073746312,4.665899705014749,0.4754,False,False,True,False,True,False,False,0.17356703,0,Dormant
470,31,2,101675.22,2,1,0,45033.75,13,25.8,0.87,0.0,0.03875968992248062,5.555751937984496,0.4754,False,True,False,False,True,False,False,0.04539021,0,Dormant
672,34,1,142151.75,2,1,1,168753.34,10,32.7,0.58,142151.75,0.030581039755351678,4.23811620795107,0.1779,False,False,False,False,False,True,False,0.0039236415,0,Lead
663,22,6,0.0,2,0,1,131827.15,8,59.3,0.67,0.0,0.016863406408094434,3.471372681281619,0.4754,False,False,True,False,True,False,False,0.0025313918,0,Dormant
573,44,9,0.0,2,1,0,107124.17,11,32.1,0.58,0.0,0.03115264797507788,4.638230529595016,0.1779,False,True,True,True,False,False,False,0.08118376,0,At Risk
698,40,0,92053.44,1,1,1,143681.83,6,55.0,0.84,0.0,0.01818181818181818,2.7396363636363636,0.0,False,True,False,False,False,True,False,0.19967863,0,Lead
519,34,5,0.0,1,1,0,68479.6,4,22.0,0.77,0.0,0.045454545454545456,1.9170909090909092,-0.5267,False,False,True,True,False,False,False,0.32132927,0,At Risk
584,32,5,0.0,2,1,0,10956.82,13,30.2,0.66,0.0,0.033112582781456956,5.470622516556292,-0.4585,False,True,True,False,False,True,False,0.03270018,0,Lead
850,32,7,0.0,2,0,0,155227.0,11,13.6,0.52,0.0,0.07352941176470588,4.622705882352942,0.4754,False,False,False,False,False,False,False,0.0028247838,0,Active
774,49,1,142767.39,1,1,1,8214.41,13,54.8,0.96,142767.39,0.018248175182481754,5.587649635036497,0.0,False,False,True,False,False,False,False,0.09735976,0,Active
594,23,4,104753.84,2,1,0,56756.52,6,31.5,0.56,0.0,0.031746031746031744,2.630349206349207,0.1779,True,False,False,False,False,True,False,0.039958235,1,Lead
701,38,3,125385.49,2,0,1,52044.66,5,59.5,0.92,376156.47000000003,0.01680672268907563,2.371361344537815,0.0,True,False,True,True,False,False,False,0.31505,0,At Risk
597,40,9,106756.01,2,1,0,151167.94,12,16.9,0.93,0.0,0.0591715976331361,5.183834319526627,-0.5267,True,False,False,False,False,False,False,0.080860466,0,Active
695,46,4,0.0,2,1,1,137537.22,1,19.8,0.73,0.0,0.050505050505050504,0.70210101010101,0.4754,False,False,True,False,False,False,True,0.028754974,0,New
574,36,4,77967.5,1,1,0,167066.95,2,16.0,0.61,0.0,0.0625,1.0565,-0.4585,False,True,True,False,False,False,True,0.10100856,1,New
634,45,9,0.0,2,0,0,17622.82,12,30.6,0.92,0.0,0.032679738562091505,5.174535947712419,-0.5267,False,False,True,False,False,True,False,0.0445003,0,Lead
650,32,2,84906.45,1,1,0,163216.48,15,23.6,0.7,0.0,0.0423728813559322,6.288474576271187,-0.5267,False,False,True,False,True,False,False,0.043723337,0,Dormant
685,40,2,168001.34,2,1,1,167400.29,10,19.9,0.71,336002.68,0.05025125628140704,4.294050251256281,0.4215,False,False,True,True,False,False,False,0.032465123,0,At Risk
682,58,1,0.0,1,1,1,706.5,14,5.6,0.98,0.0,0.17857142857142858,6.0277142857142865,-0.1027,False,False,False,True,False,False,False,0.25233912,0,At Risk
669,37,4,0.0,1,1,0,132540.33,10,52.1,0.68,0.0,0.019193857965451054,4.27583877159309,0.4215,False,False,True,False,False,True,False,0.3556968,0,Lead
